,Adview
1696,1579.8922
1697,1552.9474
1698,2020.3864
1699,1590.6866
1700,1630.93
1701,2133.8665
1702,860.342
1703,1898.1073
1704,1378.9921
1705,2246.2356
1706,2308.2063
1707,1280.683
1708,1233.879
1709,2153.7307
1710,1214.4374
1711,2057.9956
1712,2344.1802
1713,2027.243
1714,1821.2345
1715,1536.8661
1716,1286.9115
1717,1642.931
1718,2163.316
1719,2515.299
1720,1647.6498
1721,2055.308
1722,1499.2609
1723,1619.8942
1724,2124.4595
1725,2105.2478
1726,1301.1456
1727,2036.4532
1728,2143.9968
1729,1083.5901
1730,1855.4092
1731,2125.3909
1732,2091.7524
1733,1670.5511
1734,1800.4242
1735,1272.257
1736,1905.9324
1737,2143.959
1738,2325.8416
1739,1443.1842
1740,2094.8625
1741,1099.46
1742,2036.0448
1743,1898.1241
1744,2121.681
1745,1757.0414
1746,1915.6442
1747,1326.2942
1748,1036.0923
1749,2036.5294
1750,1610.7587
1751,2418.7742
1752,1844.2292
1753,1426.5231
1754,2078.8267
1755,1625.0431
1756,2379.5217
1757,1894.621
1758,1969.1871
1759,1506.9313
1760,2192.1375
1761,1625.1431
1762,2141.3904
1763,1690.6433
1764,2485.6418
1765,2194.114
1766,1716.9012
1767,2236.948
1768,1644.3994
1769,1479.1398
1770,1431.5165
1771,2233.698
1772,2139.9104
1773,2128.6511
1774,1283.0055
1775,2396.8418
1776,1928.851
1777,2264.0928
1778,1394.1678
1779,2136.9016
1780,1911.7819
1781,1574.3267
1782,1449.6051
1783,2484.8098
1784,2192.8777
1785,2085.998
1786,2237.4998
1787,1771.6034
1788,2133.3743
1789,1725.8585
1790,2102.2068
1791,2218.8972
1792,1961.874
1793,1813.1036
1794,1432.5575
1795,1579.5671
1796,1786.5422
1797,1561.9613
1798,1766.6202
1799,1848.4532
1800,1991.0178
1801,2072.0728
1802,2236.5623
1803,2120.6353
1804,2056.5737
1805,1620.2684
1806,2516.4717
1807,2167.8542
1808,1278.1744
1809,2391.1157
1810,1883.0446
1811,2313.7683
1812,1742.8428
1813,936.78455
1814,2243.542
1815,2066.5798
1816,1902.8936
1817,1929.817
1818,1176.1278
1819,2452.7185
1820,1576.4218
1821,2175.51
1822,2408.0408
1823,2241.9822
1824,2423.4158
1825,1548.1019
1826,1484.0
1827,2335.0715
1828,1138.1173
1829,2508.8323
1830,2081.8623
1831,1155.6582
1832,1468.4547
1833,1889.3195
1834,2146.6194
1835,2208.7712
1836,1990.7227
1837,1569.3451
1838,1911.2118
1839,1807.382
1840,1989.0653
1841,1680.0863
1842,1880.3934
1843,1036.6632
1844,2242.2395
1845,1736.6663
1846,1544.64
1847,1568.9161
1848,725.8882
1849,2137.847
1850,2126.6628
1851,1865.8944
1852,2404.8098
1853,1946.7269
1854,1204.297
1855,2058.1267
1856,1236.8541
1857,1470.5707
1858,1235.7296
1859,1091.0573
1860,1330.1809
1861,2002.6385
1862,1300.6478
1863,1812.3141
1864,1108.3661
1865,2122.1733
1866,2157.7231
1867,1575.8402
1868,1841.7964
1869,1415.0074
1870,2078.2415
1871,2162.0913
1872,2048.0178
1873,1437.3524
1874,1907.9417
1875,2079.2986
1876,1749.4928
1877,1276.4722
1878,2069.2366
1879,1578.9008
1880,1244.0131
1881,1692.0126
1882,1223.3207
1883,2053.2075
1884,1551.1268
1885,2138.4138
1886,1740.5785
1887,2136.5063
1888,2188.2466
1889,1027.8436
1890,1088.0214
1891,1291.7814
1892,2287.009
1893,1643.694
1894,2068.6477
1895,1845.5526
1896,1328.5299
1897,2328.486
1898,1827.2855
1899,1566.6681
1900,1199.2288
1901,1769.8624
1902,1953.4606
1903,2183.9343
1904,1997.3729
1905,2113.6692
1906,2178.6897
1907,2116.5234
1908,2319.14
1909,1290.998
1910,2181.6914
1911,2098.7449
1912,1717.2249
1913,2140.9763
1914,1844.5227
1915,2150.193
1916,1055.8853
1917,1645.57
1918,2251.959
1919,2052.906
1920,1722.2565
1921,1527.259
1922,1530.8765
1923,1268.4086
1924,1603.0536
1925,2105.482
1926,2098.0732
1927,1139.2052
1928,2346.7673
1929,1441.2231
1930,2447.9607
1931,1105.6729
1932,1911.43
1933,1551.1558
1934,1877.6149
1935,1320.1569
1936,1483.5171
1937,2472.203
1938,2399.1516
1939,2069.3948
1940,2240.0593
1941,2281.4758
1942,2128.3877
1943,2019.3816
1944,2101.0261
1945,1768.255
1946,2101.968
1947,1650.7158
1948,2434.8118
1949,2067.4224
1950,1844.6034
1951,2433.5823
1952,2294.6648
1953,1628.7272
1954,1626.6564
1955,1994.9423
1956,2118.8162
1957,1146.9332
1958,2036.8842
1959,1373.8761
1960,1359.1464
1961,2172.693
1962,1829.0337
1963,1696.3956
1964,2127.1213
1965,1541.7858
1966,1525.1716
1967,1221.2911
1968,1395.8944
1969,1911.589
1970,2176.3696
1971,1430.5306
1972,1363.0223
1973,1750.955
1974,1549.869
1975,2213.7742
1976,1387.4235
1977,2233.0745
1978,1470.8541
1979,2253.4612
1980,2484.7878
1981,1778.7174
1982,2300.4958
1983,1793.6227
1984,1551.7355
1985,1963.8939
1986,1686.6622
1987,1973.913
1988,1385.8679
1989,1167.1279
1990,1588.1637
1991,1288.307
1992,1190.5216
1993,1947.7699
1994,1995.4595
1995,2119.696
1996,2240.5632
1997,1362.829
1998,1927.1759
1999,2193.0356
2000,1805.5573
2001,1667.2528
2002,2322.5417
2003,1476.0153
2004,2408.9656
2005,2148.2502
2006,1771.8671
2007,1041.5238
2008,2049.555
2009,1905.6849
2010,1549.1365
2011,2107.9504
2012,1922.6135
2013,1549.6753
2014,1925.9042
2015,1874.6332
2016,2184.882
2017,2517.2346
2018,1765.7384
2019,2571.2751
2020,2142.8552
2021,1375.1364
2022,1233.4703
2023,1884.3622
2024,1332.2698
2025,1341.0139
2026,2044.0063
2027,2424.2917
2028,1703.4618
2029,1554.5096
2030,2101.739
2031,1658.2386
2032,1467.3341
2033,1783.8058
2034,1474.2185
2035,2330.7278
2036,1812.2928
2037,1237.8644
2038,1288.1434
2039,2250.3694
2040,2114.8376
2041,1240.3588
2042,1459.429
2043,1175.1271
2044,1112.746
2045,1443.55
2046,1257.6176
2047,2260.39
2048,1539.5039
2049,2179.7014
2050,1393.2562
2051,2260.6301
2052,1989.2509
2053,1631.5664
2054,2157.7874
2055,1657.882
2056,1937.9279
2057,1450.2843
2058,1342.2416
2059,1362.2186
2060,2197.0833
2061,1566.6971
2062,1573.3026
2063,1654.3436
2064,2203.0642
2065,1263.0267
2066,2138.5544
2067,2332.6028
2068,1639.0118
2069,1742.2955
2070,2002.8536
2071,2161.1096
2072,1864.0283
2073,2221.9924
2074,1477.3711
2075,2158.189
2076,1497.8385
2077,1355.2809
2078,2254.802
2079,1891.9175
2080,1290.4105
2081,1658.7716
2082,1253.1854
2083,1846.5352
2084,2033.726
2085,2010.5486
2086,2016.7974
2087,1541.9039
2088,1236.3345
2089,1633.3889
2090,1275.4701
2091,1474.9166
2092,2396.201
2093,2207.215
2094,1473.5165
2095,2145.9563
2096,1965.8251
2097,1756.4961
2098,1662.0641
2099,1178.0039
2100,2249.3218
2101,1840.4762
2102,1746.4762
2103,2024.0453
2104,1115.1418
2105,2253.936
2106,1363.6942
2107,1239.3789
2108,1683.0924
2109,1446.4803
2110,1479.1249
2111,1546.7959
2112,1429.9934
2113,2131.2063
2114,1661.5583
2115,2493.4932
2116,2502.7307
2117,1217.4591
2118,1725.9283
2119,1372.8373
2120,1951.1495
2121,2119.5574
2122,858.3508
2123,1475.1044
2124,1653.6532
2125,2314.098
2126,1829.8422
2127,1347.9534
2128,1884.7054
2129,2543.6597
2130,1355.4738
2131,1673.6256
2132,2176.6367
2133,2279.3972
2134,1866.1844
2135,1391.3492
2136,1672.5472
2137,1417.353
2138,1791.4445
2139,1469.2429
2140,1548.5963
2141,2143.1106
2142,1294.5729
2143,2283.4998
2144,1841.4945
2145,2072.4888
2146,1360.2577
2147,2149.8093
2148,1690.1322
2149,2260.0266
2150,2128.53
2151,1094.3254
2152,1290.4252
2153,2065.993
2154,1549.6537
2155,1591.837
2156,2274.7493
2157,1345.4432
2158,2205.7878
2159,1998.8541
2160,1557.5609
2161,1763.6212
2162,1527.3195
2163,2011.0994
2164,2355.9841
2165,1309.5955
2166,1298.4655
2167,2099.3557
2168,2245.6267
2169,1513.0491
2170,1961.8942
2171,2188.6536
2172,1337.3378
2173,2116.0808
2174,1063.8157
2175,1835.7885
2176,1931.0978
2177,1412.9991
2178,1778.5177
2179,726.53033
2180,1765.8041
2181,2230.695
2182,2403.4783
2183,1886.6495
2184,1618.7091
2185,2028.3727
2186,2225.6672
2187,1823.998
2188,1430.3108
2189,1332.3776
2190,2065.4514
2191,1821.2626
2192,1065.8463
2193,2686.285
2194,2006.6525
2195,2277.5085
2196,1564.8821
2197,1958.8785
2198,1298.8854
2199,1511.5774
2200,1644.2229
2201,2204.43
2202,2107.3035
2203,1913.8448
2204,2187.1443
2205,2426.3022
2206,1402.4404
2207,1054.2894
2208,2185.3792
2209,2061.3894
2210,2242.9548
2211,1541.1816
2212,2052.7615
2213,1292.9742
2214,2274.655
2215,2054.0635
2216,2313.1982
2217,1485.38
2218,2117.2463
2219,1866.8069
2220,1369.7664
2221,1945.5674
2222,2439.7678
2223,1896.4752
2224,2375.0203
2225,2100.2444
2226,1516.0236
2227,1936.8148
2228,1319.3209
2229,2351.6526
2230,2469.1677
2231,1520.3837
2232,1947.5883
2233,1684.9669
2234,2397.7727
2235,1619.1007
2236,1970.5958
2237,850.6305
2238,2188.587
2239,1652.0901
2240,1257.3519
2241,2110.5837
2242,1107.0146
2243,1919.1208
2244,1547.8351
2245,2076.4607
2246,2195.5735
2247,1520.5847
2248,2136.4998
2249,1666.1393
2250,1919.1298
2251,2020.8895
2252,2039.2489
2253,2179.5403
2254,1548.37
2255,2114.411
2256,1999.6156
2257,2605.6375
2258,1569.5488
2259,2180.6182
2260,1900.8107
2261,1571.9155
2262,2173.8005
2263,2092.117
2264,1756.689
2265,1484.3387
2266,1652.5765
2267,2245.5662
2268,1942.4913
2269,2122.0073
2270,1932.2881
2271,1376.5906
2272,26.659264
2273,1699.079
2274,1364.1665
2275,1640.954
2276,1946.1088
2277,1354.66
2278,2140.0208
2279,1105.1293
2280,1233.907
2281,1619.9315
2282,2374.5583
2283,1387.5402
2284,1869.0555
2285,1807.8207
2286,2208.3103
2287,1859.3016
2288,2299.64
2289,2216.8406
2290,1207.3148
2291,2339.98
2292,2117.3
2293,2091.3975
2294,1705.7548
2295,2027.329
2296,1960.3812
2297,1505.7875
2298,1355.1469
2299,1270.9011
2300,1183.431
2301,1935.2074
2302,1053.5145
2303,1113.215
2304,2422.1428
2305,2473.9636
2306,2255.3416
2307,1448.6698
2308,1860.5587
2309,1908.6084
2310,1916.5084
2311,2100.6016
2312,1930.6029
2313,2054.5117
2314,2069.5327
2315,1513.1865
2316,2618.9087
2317,1906.4219
2318,1121.1768
2319,1921.9336
2320,1659.4904
2321,1395.2247
2322,1813.4774
2323,1616.8619
2324,1772.868
2325,1427.7443
2326,1925.8292
2327,1822.6947
2328,2100.135
2329,2042.4601
2330,2203.678
2331,1953.7909
2332,1633.007
2333,2459.2424
2334,1913.1241
2335,2116.4814
2336,1199.3429
2337,1947.6227
2338,1781.2904
2339,2504.1477
2340,1116.6218
2341,2317.635
2342,2142.5466
2343,1238.5223
2344,1093.1964
2345,2257.1953
2346,2133.0579
2347,2253.4692
2348,2194.3196
2349,1620.289
2350,1945.7628
2351,1744.4668
2352,2140.382
2353,2073.488
2354,1465.8568
2355,1243.2603
2356,1310.191
2357,1541.8408
2358,2110.2517
2359,2058.6892
2360,1367.0944
2361,1524.9574
2362,1242.2307
2363,1236.6387
2364,1288.0609
2365,1792.3715
2366,1576.8597
2367,1294.2782
2368,2193.8364
2369,1053.1487
2370,1570.5481
2371,1712.1051
2372,1879.955
2373,1859.0726
2374,2086.8064
2375,1018.2425
2376,1096.8651
2377,1903.7089
2378,2367.6138
2379,2035.869
2380,1942.2036
2381,26.659264
2382,1346.5338
2383,1969.0685
2384,1120.3899
2385,1981.3448
2386,2101.3167
2387,1927.9274
2388,1818.4415
2389,2101.0908
2390,1850.9843
2391,1788.492
2392,1427.1732
2393,886.5178
2394,2228.2202
2395,2090.1501
2396,2150.1042
2397,2094.93
2398,1074.1959
2399,2177.888
2400,2417.7314
2401,2126.8547
2402,2342.537
2403,2325.7192
2404,2363.2942
2405,1785.5917
2406,2223.7969
2407,1829.8253
2408,1655.9235
2409,1201.2924
2410,2177.6804
2411,1885.1676
2412,2213.5989
2413,2139.4055
2414,26.659264
2415,2138.3853
2416,1424.6432
2417,2109.0566
2418,1140.4503
2419,1497.9921
2420,1817.619
2421,2366.4539
2422,959.0855
2423,1377.225
2424,2108.0579
2425,2186.1624
2426,1001.98236
2427,1624.5046
2428,1034.5321
2429,2530.2402
2430,2231.786
2431,1593.0016
2432,2149.1619
2433,2249.3855
2434,2249.0708
2435,2104.3835
2436,1498.9652
2437,1391.3724
2438,1451.9888
2439,1810.4407
2440,2102.9358
2441,2107.3274
2442,2255.7883
2443,1389.0071
2444,1557.6276
2445,2111.055
2446,1698.025
2447,2164.5735
2448,1682.2706
2449,1066.4886
2450,1337.3002
2451,2116.5083
2452,2118.7036
2453,1054.3746
2454,1583.9891
2455,2164.935
2456,2354.346
2457,2018.4263
2458,1904.7596
2459,2342.6619
2460,1422.6715
2461,1722.8383
2462,1607.8964
2463,2240.3772
2464,2112.1472
2465,1795.267
2466,2136.7744
2467,2417.592
2468,2137.2107
2469,1383.5071
2470,1234.8054
2471,1773.0306
2472,2501.8118
2473,1457.6322
2474,1652.0443
2475,1825.4971
2476,1488.0905
2477,1716.7611
2478,1427.7225
2479,1201.8922
2480,1217.6613
2481,2156.683
2482,1559.0908
2483,1916.7223
2484,1426.0553
2485,2178.3865
2486,1823.0829
2487,1604.3844
2488,1298.7052
2489,1325.3013
2490,1239.1635
2491,2133.2378
2492,1341.457
2493,1628.3997
2494,1633.9669
2495,1374.8112
2496,1777.7703
2497,1363.2903
2498,1602.2457
2499,1531.9938
2500,2389.8909
2501,1761.7706
2502,1794.6747
2503,2208.3096
2504,1276.9866
2505,1695.5544
2506,1975.9032
2507,1888.2035
2508,1938.8323
2509,1419.3502
2510,2163.0793
2511,1226.1328
2512,1762.8568
2513,1636.6
2514,2015.5682
2515,2096.659
2516,2166.139
2517,1890.6407
2518,1728.6859
2519,1819.213
2520,1410.7238
2521,1724.8292
2522,2229.5696
2523,1395.8063
2524,1484.7422
2525,2111.231
2526,2117.559
2527,2063.0461
2528,1377.0223
2529,1984.9447
2530,3155.4697
2531,1641.3239
2532,1989.2529
2533,1651.828
2534,1711.5015
2535,1939.1854
2536,2140.644
2537,1636.4448
2538,2223.2844
2539,815.7746
2540,728.39484
2541,2240.3787
2542,2054.7214
2543,1584.9045
2544,1236.2399
2545,1949.6914
2546,1831.6212
2547,2032.3207
2548,2005.8962
2549,1936.9858
2550,2166.9338
2551,1971.164
2552,1936.3119
2553,1976.8777
2554,1612.8434
2555,2231.3196
2556,2160.5881
2557,2061.3987
2558,1830.1232
2559,2352.3103
2560,2115.3083
2561,1290.1906
2562,1914.1595
2563,1968.9541
2564,2022.9587
2565,1797.0723
2566,2192.4688
2567,1296.829
2568,1868.3488
2569,1707.1862
2570,1911.0089
2571,2172.5073
2572,1427.4474
2573,1724.3533
2574,2103.84
2575,1605.7816
2576,1907.8099
2577,2568.672
2578,2229.277
2579,2129.5498
2580,1970.0465
2581,1188.8433
2582,1924.0248
2583,1799.0577
2584,1854.0953
2585,1601.8634
2586,1970.723
2587,1543.2305
2588,1526.368
2589,2170.7795
2590,2408.2534
2591,1835.9882
2592,1808.9518
2593,2239.1714
2594,1669.4684
2595,2396.2036
2596,2092.804
2597,2062.384
2598,1355.004
2599,1228.6149
2600,1861.0105
2601,1927.5045
2602,2043.2743
2603,1897.7559
2604,2073.1187
2605,2153.5422
2606,2163.1414
2607,1641.1022
2608,1356.5187
2609,2114.7075
2610,1314.4525
2611,1542.2152
2612,1974.1697
2613,2093.4553
2614,2134.8997
2615,1830.0695
2616,1227.8075
2617,2513.443
2618,2069.2004
2619,2146.1228
2620,1987.5385
2621,2092.7983
2622,1502.8485
2623,1725.8903
2624,1434.9034
2625,2329.453
2626,1190.0446
2627,1374.2765
2628,1822.8896
2629,2149.561
2630,2184.0488
2631,2160.1199
2632,1717.5802
2633,1869.3424
2634,2176.2412
2635,1901.0468
2636,1725.7015
2637,1897.6715
2638,1980.8068
2639,1235.7305
2640,1499.6445
2641,1849.1854
2642,1679.6881
2643,1848.2701
2644,1896.901
2645,1700.064
2646,1908.399
2647,1163.3499
2648,1712.3569
2649,1814.2709
2650,2135.876
2651,1856.9337
2652,1863.4027
2653,2157.8088
2654,1342.9017
2655,1595.8358
2656,516.7473
2657,1451.5286
2658,1670.568
2659,1950.1525
2660,1450.1283
2661,1476.4899
2662,1811.8186
2663,2049.2502
2664,1566.6625
2665,1784.26
2666,1471.7102
2667,2064.5564
2668,1647.7931
2669,2099.089
2670,2422.2092
2671,1457.4279
2672,2113.5623
2673,1870.6438
2674,2244.983
2675,1968.1941
2676,1416.4565
2677,2157.1077
2678,1264.1686
2679,2144.6619
2680,2136.5002
2681,2177.779
2682,2105.7068
2683,1120.3495
2684,2067.863
2685,1716.0237
2686,1480.3816
2687,1414.6138
2688,1291.9763
2689,2136.8213
2690,2072.4094
2691,2331.6514
2692,2123.4924
2693,2317.0154
2694,1528.08
2695,1926.7476
2696,1995.5663
2697,1491.7468
2698,2194.2693
2699,2284.0522
2700,2087.049
2701,2100.7424
2702,1639.8197
2703,2435.3635
2704,1375.5076
2705,2204.8499
2706,2100.2297
2707,2086.1196
2708,1945.3163
2709,2301.942
2710,2085.8079
2711,1292.1307
2712,1525.5576
2713,1204.8477
2714,2204.3916
2715,1663.3909
2716,2006.9344
2717,1941.5499
2718,1871.9467
2719,1394.5328
2720,1949.8448
2721,2320.2336
2722,2233.5886
2723,1207.0243
2724,2133.5444
2725,1389.5616
2726,1130.3158
2727,2194.964
2728,1146.3885
2729,1808.7263
2730,1269.225
2731,1538.397
2732,2133.114
2733,2107.9844
2734,1978.2423
2735,2153.3506
2736,1377.7767
2737,2103.8792
2738,2108.8884
2739,2343.9727
2740,1355.8116
2741,1913.8114
2742,1619.8002
2743,2144.2915
2744,1469.3448
2745,1980.1031
2746,1284.7137
2747,1448.6017
2748,2108.5325
2749,672.31195
2750,1384.519
2751,1698.4017
2752,1973.3715
2753,1714.3685
2754,1904.378
2755,2124.1487
2756,2112.4568
2757,2362.5576
2758,1775.598
2759,2241.3647
2760,1775.6754
2761,2330.7498
2762,1869.3763
2763,2384.6965
2764,2246.8137
2765,1225.861
2766,1582.6796
2767,2098.2175
2768,2064.825
2769,1347.651
2770,2028.1719
2771,1863.2175
2772,1553.5404
2773,1948.8732
2774,1383.943
2775,1809.444
2776,1628.8666
2777,1788.6271
2778,2271.7786
2779,1584.3542
2780,2114.5413
2781,1616.6422
2782,1873.5834
2783,2236.054
2784,2422.923
2785,2027.5045
2786,1537.3486
2787,1616.2156
2788,2203.7722
2789,1678.4961
2790,2238.8262
2791,1365.8163
2792,2532.9827
2793,1969.3065
2794,1327.3958
2795,1850.8883
2796,1590.3964
2797,1398.1128
2798,1904.7185
2799,2215.3103
2800,2493.633
2801,2133.7761
2802,1979.478
2803,1807.039
2804,1431.1896
2805,1770.2941
2806,1430.6223
2807,1571.6381
2808,2052.8916
2809,2145.4568
2810,1567.5537
2811,1930.8033
2812,1621.8401
2813,2134.2869
2814,2149.0374
2815,2030.7592
2816,1352.6509
2817,1651.724
2818,1376.3307
2819,2155.722
2820,2027.7064
2821,1373.0076
2822,1604.452
2823,1202.8566
2824,2170.468
2825,2079.4507
2826,1572.3004
2827,1387.6589
2828,2834.9766
2829,2180.5735
2830,2273.85
2831,1503.5085
2832,2088.2625
2833,1233.1475
2834,2137.589
2835,1408.2225
2836,2044.6646
2837,2063.6277
2838,1390.5775
2839,1444.5377
2840,1551.6576
2841,2135.7312
2842,2339.7551
2843,2059.4275
2844,1742.268
2845,1559.0074
2846,2081.6907
2847,1597.7273
2848,1082.2528
2849,2025.6147
2850,1392.8511
2851,1362.4801
2852,2036.404
2853,1611.2194
2854,2177.4526
2855,2061.3926
2856,2213.497
2857,626.63043
2858,2228.931
2859,1986.9567
2860,2215.9666
2861,1537.9681
2862,2309.4329
2863,2525.4417
2864,2126.5823
2865,2297.5574
2866,2122.8853
2867,1772.5933
2868,1836.7418
2869,2172.4211
2870,2213.9558
2871,2164.592
2872,1368.4486
2873,1327.6023
2874,1302.9174
2875,2148.4248
2876,1803.8969
2877,1864.4445
2878,2333.118
2879,2164.6855
2880,2017.2053
2881,1196.1812
2882,1604.1593
2883,2276.6316
2884,2478.694
2885,2169.1245
2886,1503.796
2887,2369.9934
2888,1566.0641
2889,1909.5331
2890,1855.6168
2891,1372.9625
2892,2440.1873
2893,2219.7231
2894,1970.7582
2895,1357.516
2896,2419.8708
2897,1872.0981
2898,1536.4103
2899,2162.3257
2900,2242.6687
2901,1776.5021
2902,1864.1642
2903,1730.5802
2904,2133.156
2905,2129.8962
2906,2012.0397
2907,2256.6843
2908,1382.3129
2909,1601.2799
2910,1530.9857
2911,1773.2006
2912,1931.1294
2913,2172.4211
2914,2134.3298
2915,2480.437
2916,900.4162
2917,2031.5194
2918,1862.4623
2919,2515.5842
2920,1626.6815
2921,2138.7136
2922,1276.2223
2923,1752.2677
2924,2219.035
2925,2512.6619
2926,2134.9917
2927,1615.1749
2928,1343.2745
2929,1630.4104
2930,2026.5831
2931,2350.907
2932,1518.1537
2933,1397.1858
2934,2342.0981
2935,1328.9528
2936,1403.8757
2937,2031.8671
2938,1594.3313
2939,1395.2703
2940,1566.3196
2941,1897.4524
2942,1254.2869
2943,1905.7975
2944,1601.4572
2945,2036.2565
2946,1724.1741
2947,2051.768
2948,2162.2634
2949,1402.747
2950,1058.3486
2951,1390.6383
2952,1460.24
2953,1718.7731
2954,2491.2795
2955,2219.6194
2956,2156.9626
2957,2411.991
2958,1410.2479
2959,2039.4918
2960,1828.6097
2961,2061.9993
2962,2374.2026
2963,947.82245
2964,2148.2727
2965,1220.64
2966,2073.6455
2967,1245.3859
2968,2000.695
2969,1900.2755
2970,1974.2617
2971,2280.2922
2972,1608.345
2973,2089.165
2974,1388.4022
2975,1552.567
2976,1553.6895
2977,1742.7338
2978,1180.6093
2979,1875.4557
2980,1400.7513
2981,2365.18
2982,2242.14
2983,1612.4435
2984,2065.622
2985,1256.1614
2986,1465.7767
2987,2478.5269
2988,1408.0236
2989,1526.7863
2990,1561.1625
2991,1054.4886
2992,2043.9932
2993,1799.5404
2994,1359.3873
2995,1885.943
2996,2094.0588
2997,2207.5107
2998,1538.0052
2999,2274.0789
3000,1887.2168
3001,1834.807
3002,1194.15
3003,2216.4915
3004,1845.5104
3005,1801.852
3006,1995.0331
3007,2379.0842
3008,2520.4146
3009,1530.1117
3010,2211.6113
3011,2158.1663
3012,2089.6462
3013,1716.1306
3014,1250.12
3015,1916.724
3016,1780.1208
3017,2209.7268
3018,2214.5461
3019,1959.5062
3020,1936.8671
3021,1877.3551
3022,2049.423
3023,1903.1134
3024,1463.4188
3025,2122.6575
3026,1449.1284
3027,1985.4625
3028,1977.51
3029,1663.1205
3030,813.9613
3031,2131.921
3032,2296.8433
3033,2057.979
3034,1645.1653
3035,1971.0887
3036,1663.6312
3037,1555.8595
3038,1941.9056
3039,1978.2238
3040,1841.3517
3041,1575.6056
3042,1706.422
3043,1860.0048
3044,1890.0253
3045,2031.2286
3046,2138.6514
3047,2126.9316
3048,1965.0228
3049,1493.329
3050,1535.0662
3051,1838.966
3052,1912.8019
3053,1773.2577
3054,1658.1371
3055,2471.2266
3056,2035.5165
3057,1943.1669
3058,1418.4708
3059,1254.1976
3060,1935.9269
3061,2277.2097
3062,1725.4982
3063,1292.7203
3064,2432.216
3065,1198.6721
3066,2388.471
3067,1820.547
3068,2080.4485
3069,1225.2633
3070,1476.6522
3071,825.4698
3072,1110.6696
3073,2361.3518
3074,1354.2155
3075,1545.5541
3076,2127.1177
3077,1236.9696
3078,1048.8644
3079,1199.8241
3080,2271.1506
3081,2229.9175
3082,2278.6204
3083,1610.5604
3084,1261.7411
3085,2330.0588
3086,2157.4805
3087,2292.5603
3088,1087.4996
3089,2242.9038
3090,1441.2792
3091,739.44684
3092,2026.847
3093,753.29425
3094,1555.667
3095,1452.5009
3096,1475.9406
3097,2161.153
3098,2251.388
3099,1935.7303
3100,2312.8435
3101,2152.0583
3102,696.6226
3103,1775.712
3104,1670.8387
3105,1418.8098
3106,2130.2815
3107,2063.5447
3108,2169.8137
3109,1557.0897
3110,2206.0789
3111,2140.8506
3112,1416.7675
3113,2114.6646
3114,2158.4163
3115,2242.2844
3116,1854.5183
3117,1619.2032
3118,2426.7507
3119,1841.266
3120,1159.6381
3121,1736.1796
3122,1793.2806
3123,1786.4916
3124,1401.4772
3125,1936.5526
3126,2271.5725
3127,1964.5299
3128,1454.462
3129,2261.556
3130,1512.6708
3131,1499.4825
3132,2205.0251
3133,2165.0964
3134,1499.2286
3135,1471.6848
3136,2162.1135
3137,2287.167
3138,1524.2599
3139,1660.7367
3140,1559.4923
3141,2106.1301
3142,1790.5095
3143,1401.3341
3144,1104.9141
3145,2107.47
3146,2085.7275
3147,2250.6902
3148,2124.584
3149,1369.9792
3150,1573.5128
3151,2031.0211
3152,2076.0164
3153,1764.5961
3154,2095.192
3155,2077.1416
3156,1823.3016
3157,2354.612
3158,1297.7206
3159,2127.2688
3160,1684.3063
3161,2090.2083
3162,1449.4152
3163,1501.5392
3164,1956.5999
3165,1554.7225
3166,2074.3933
3167,2385.132
3168,1684.8817
3169,1823.2927
3170,1963.3536
3171,1746.9679
3172,1020.3532
3173,1331.1654
3174,1786.3973
3175,1915.7457
3176,1821.93
3177,2394.4753
3178,2293.8855
3179,2109.1794
3180,1122.268
3181,2049.229
3182,1178.7007
3183,2133.66
3184,2012.8683
3185,1826.5239
3186,1798.8326
3187,2239.4255
3188,1479.9872
3189,1489.0614
3190,1276.7443
3191,2472.2632
3192,2268.8782
3193,1240.6306
3194,1966.5731
3195,2181.7112
3196,2120.4348
3197,1660.3649
3198,2016.4491
3199,1844.2274
3200,1564.9005
3201,2131.6213
3202,1574.0581
3203,2331.2715
3204,2278.1472
3205,2327.6802
3206,1908.7787
3207,2177.6882
3208,2130.7446
3209,2199.8564
3210,1169.0355
3211,1994.9425
3212,1707.6383
3213,2013.714
3214,1741.0162
3215,2116.0667
3216,1095.4272
3217,2040.5927
3218,1748.4325
3219,1562.328
3220,1607.7465
3221,2228.2344
3222,1634.7482
3223,1602.9193
3224,2195.1106
3225,1730.0084
3226,1318.2223
3227,1841.9122
3228,1242.4747
3229,1896.6981
3230,1693.735
3231,1291.256
3232,1645.9327
3233,1602.7313
3234,1817.3358
3235,1268.4789
3236,2126.3323
3237,2118.2761
3238,2021.9543
3239,1358.1992
3240,1632.0951
3241,1058.9127
3242,2261.1042
3243,2466.5198
3244,1724.0891
3245,1879.5118
3246,2182.9502
3247,1066.8403
3248,1546.7875
3249,1289.425
3250,1405.3522
3251,2253.3264
3252,2250.11
3253,1561.6147
3254,2164.761
3255,2162.572
3256,1525.3112
3257,2335.4834
3258,1521.5087
3259,1228.4677
3260,1104.5092
3261,2002.3883
3262,2272.9436
3263,1787.5177
3264,1862.2666
3265,1567.5372
3266,1372.3177
3267,1252.6544
3268,1545.9026
3269,2040.3558
3270,2172.418
3271,2199.5032
3272,2451.8674
3273,2548.6663
3274,1536.7867
3275,1957.5258
3276,2192.2708
3277,1062.0931
3278,1016.90784
3279,2416.3696
